feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
1.001449,0.352466,-0.651115,0.026636,0.291507,-1.513673,1.986616,-0.578620,0
0.210832,1.669064,1.926589,-0.410427,1.687985,0.437058,0.433374,-1.725090,0
-0.225244,-1.008109,-0.559911,0.068340,-0.631266,-1.004423,0.995019,2.434512,1
-0.082637,1.043580,-1.097064,-0.172345,0.839395,0.455127,0.881185,-0.407952,0
-1.449618,2.371137,-1.367365,1.334194,0.080022,0.825979,-0.245845,-0.373843,0
-1.234010,-0.519888,-1.750758,-1.219800,-1.256433,-0.134121,-0.854935,0.294696,0
-0.277209,1.207021,0.762840,1.086467,0.308440,0.240261,0.968020,0.128388,1
0.555486,0.520988,-0.087407,-0.454684,0.586047,-0.846553,0.405756,1.672494,1
0.670304,1.022763,2.119885,-1.067924,0.039253,-0.366094,-0.231418,1.155763,0
-0.836513,1.807908,-0.278599,1.051209,0.425537,-1.908053,-0.541930,2.784457,1
0.761990,-1.153194,-0.473091,-1.702603,0.353702,-0.010147,1.068623,-0.946246,0
-0.690798,0.890189,-0.133919,1.190785,0.678153,-0.268141,1.021324,-1.830943,0
0.064461,-1.837737,-0.588661,-0.565100,0.518645,0.277866,-0.515078,-1.572004,0
-0.360412,1.302019,-0.769209,1.272329,0.509879,-1.725869,0.076510,-0.508659,0
1.473526,0.843346,-0.670401,0.363855,0.145208,1.185208,0.374699,-0.123175,0
0.849414,0.366577,0.235306,-1.499535,0.501688,2.510060,-1.759234,0.605113,0
0.679197,1.206955,0.469520,-2.203176,-1.411289,-0.626310,-0.463418,0.818969,0
-1.493601,2.035394,0.277938,0.617332,-0.573082,-1.035799,0.747129,-0.485027,0
-1.033314,0.572742,-0.320869,-0.784249,0.818736,-1.314881,0.248135,-0.206830,0
0.457991,-0.921294,-0.093244,0.757079,-0.395429,-0.316669,0.203843,0.821666,1
-1.526528,0.557344,0.749996,3.128998,1.249896,-1.849723,0.467352,0.019461,1
-1.159032,0.985403,-0.837159,-0.281837,0.551591,0.575979,0.076298,-0.618914,0
-0.100066,1.865005,0.032859,1.433985,0.397023,-1.030873,-0.017330,-0.163321,0
0.149717,-0.233141,-0.380068,1.875838,0.184196,0.527758,1.021534,-2.855178,1
-0.049092,0.500793,0.032517,-1.199595,2.237876,0.021850,-0.631224,-1.004994,0
0.608801,0.230830,-0.084993,0.262919,2.662154,-0.427929,-1.050226,0.185526,0
-0.628183,2.198134,-1.205117,-0.222787,1.295190,0.819183,-0.232807,1.177058,0
0.827560,0.566604,-0.375760,-0.563554,0.988172,-0.185453,-1.583861,-0.711056,0
1.436886,0.140533,-0.863508,-0.703265,1.120601,-1.069225,0.369363,-1.540989,0
0.122000,0.504883,-0.675136,-0.078054,0.615207,-0.287930,-1.616586,0.553015,0
0.399202,-0.259177,-0.890120,0.547053,-0.195773,-0.383450,1.103396,-0.422688,1
-1.661312,-0.058132,-1.961853,2.108685,-0.683116,-0.658520,-0.537607,0.602289,1
0.635946,0.114012,-0.387181,2.144075,0.408973,-1.027635,1.234708,0.581454,1
0.161470,-0.833320,-0.044089,-0.000610,-0.935394,-0.535895,0.165352,0.633182,1
-0.951447,-0.374069,0.829835,-0.554177,0.812302,0.176965,-0.045429,-0.823248,0
-0.798176,1.384541,-0.513878,0.248230,0.577582,-0.361658,-0.653074,-2.209086,0
1.469735,-1.270074,1.831139,0.779807,0.924570,1.209775,-0.161926,0.720775,1
-1.566881,0.140883,-0.152968,-1.585076,0.042192,-0.691978,-1.019426,-1.456888,0
-0.626218,2.649174,0.243376,-0.448162,-0.602422,-0.693701,-0.518418,-1.645267,0
1.458098,-0.163920,-1.169984,-0.284542,0.151244,0.212650,2.071096,-1.732795,0
-0.567400,0.296559,0.831201,0.586893,-2.239320,1.733411,0.133985,-0.380338,1
-0.975863,1.333985,0.174676,0.585203,-0.604985,0.082154,-0.047379,0.581939,0
0.450694,-0.288980,0.466880,0.444228,0.914079,0.757091,0.362135,1.575195,1
-0.531429,0.104659,-1.107232,-2.457381,-0.119459,-0.405881,0.202589,0.565850,0
-0.275843,0.240883,-1.879293,-0.928714,0.468585,-0.867996,1.166946,-1.555936,0
0.743255,-1.129253,-0.133310,1.038328,0.248687,2.214069,0.969533,0.294455,1
0.586043,-0.252556,-0.471422,-0.149206,0.853344,3.288340,1.644273,2.003135,1
1.211341,-0.573670,-1.037702,-0.321215,-0.852726,-0.272441,0.590858,1.188000,1
-2.646693,-0.535139,-0.414077,-0.555364,-0.215021,1.066488,-1.295718,-0.629491,0
-0.370367,0.156954,-0.515764,-0.910792,1.456857,1.323813,0.162533,0.630732,0
-0.135604,-2.195443,0.708047,-0.896098,-0.573136,1.119784,-1.995083,0.196551,1
0.252024,-1.557516,-0.208718,-1.450856,0.615960,2.228727,0.203912,-0.712785,0
-0.133460,-0.386350,-0.391267,1.384679,0.072685,-1.633146,-1.450783,0.849729,1
1.554249,-0.927390,0.649717,0.923897,-0.522769,-1.289269,-1.238567,0.134549,1
0.345998,-0.555485,-0.028632,0.620736,-0.553614,1.436614,0.117012,-0.848923,1
1.295009,-0.760871,1.628442,-0.719051,-0.157523,1.050012,0.381369,1.361325,1
0.719165,0.595187,1.194941,-0.140841,-0.916290,0.951898,1.000700,-0.902570,0
1.582217,-0.611998,-1.923452,-1.375058,-1.112900,-0.468421,0.239772,0.848574,1
0.593612,0.190334,0.427555,-1.004047,-0.370482,0.529352,-1.517100,1.983780,1
-1.245953,-1.912765,0.473104,0.270552,0.621841,0.081195,1.942655,-0.674805,1
0.074170,0.585720,-0.661166,-0.854389,-0.401403,-1.247663,0.678803,0.340392,0
-0.397293,-1.713375,-0.566251,-0.581688,0.710957,0.121231,-1.972634,-0.781894,0
-0.711401,0.003837,-2.648818,-1.416866,0.231078,-0.750970,-0.147535,0.328461,0
1.158251,-0.597540,-0.526764,0.435814,-1.154423,1.192852,-0.581060,-1.264911,1
-0.295671,-1.663389,-1.595183,-0.533623,-1.900109,0.100404,-0.186491,-0.486295,1
0.420091,-1.759375,0.350270,0.898859,1.029988,1.569111,-0.359011,-1.228085,1
-0.491275,1.057407,2.245233,0.173874,-1.156673,-0.629656,-0.259729,0.033671,0
0.301290,-0.719158,0.363782,0.999919,-0.354346,1.644185,0.014079,0.775113,1
1.112796,0.408644,0.366667,1.409508,0.473159,-0.342097,-0.496784,-0.395279,1
-0.216761,-1.864781,-0.496150,-0.721382,-0.145716,-2.254660,-1.303218,-0.496522,0
-1.363892,-0.593676,-0.993340,0.823102,0.812397,-1.337473,0.698129,-0.740796,0
-0.005972,-1.300896,0.081091,-0.649852,-0.468934,0.166156,0.431836,0.820077,1
2.446964,-0.439958,-0.035604,0.351749,-0.307626,0.540134,-0.683297,-0.285986,1
1.335145,0.650481,-0.785176,-0.164589,-0.925908,-1.269374,2.027581,0.880389,0
-1.262177,-0.290249,0.438019,-2.028499,0.931885,-0.206149,-0.434324,0.008050,0
-1.205492,-1.627609,-1.565521,0.812511,-1.586858,-0.748880,0.324652,-0.462571,1
1.231248,-0.007881,0.025732,-3.287162,1.222231,-0.584511,0.378101,-0.942579,0
0.587454,1.069510,-1.013911,1.160490,0.247111,0.261630,1.420359,-0.872516,0
-1.066390,0.643344,0.873665,-0.452785,-1.018403,-0.407167,-0.001136,0.701091,0
0.822422,-2.276888,-0.738697,0.808152,0.617049,-0.979646,0.513527,0.474540,1
0.065447,1.488560,-1.172013,0.402844,-0.749224,-1.369199,1.923149,1.008414,0
-0.061386,-1.519261,2.602769,-0.096851,-1.748953,-1.390534,-0.555211,-0.392196,1
-0.041421,0.147685,-0.440280,-0.851136,-1.158354,0.074315,-0.557289,-0.418113,0
-0.604073,0.717115,-1.008818,0.654161,0.938438,0.786436,1.383705,0.705783,1
0.257840,0.474838,-2.343272,-0.034076,-1.102491,-1.631670,0.391086,0.830264,0
0.514902,0.979963,-0.324391,0.440950,-0.908038,-0.566537,0.871367,0.878071,1
1.281939,-0.268887,-1.323372,0.905080,0.015329,0.048814,-0.905416,0.256770,1
0.011097,-1.053678,-0.421090,0.053386,-0.213734,0.749461,0.519153,-1.674542,0
-1.241442,-0.599284,-0.722651,1.211814,0.106850,0.841475,-0.817401,0.809165,1
0.573389,0.891905,-0.177119,0.449195,-0.950659,2.283868,0.197662,-1.025954,1
1.166160,-0.594699,-0.552510,-1.229628,-1.183310,-0.133794,0.694795,-1.190246,0
0.427441,-1.027473,-1.759340,0.067720,-0.451618,-0.231252,-0.364897,0.335593,1
-1.526147,0.959844,0.342939,1.507202,0.166217,0.011213,-0.669353,-0.068355,1
0.625418,-0.310633,-1.386571,-1.877890,0.114293,-1.096920,-0.913297,0.440632,0
1.448770,0.098048,-1.138326,0.067786,0.770068,1.172818,1.079899,-0.986555,0
-0.617784,0.704842,0.138737,0.794945,0.012577,1.196615,-0.986013,0.544738,1
-0.798736,-2.421578,-0.171952,-1.901368,-1.313597,-0.420974,0.502302,0.485900,1
-0.488335,1.878264,1.439723,0.597683,-0.555512,0.442398,1.867629,-0.661035,0
0.518031,2.163177,1.073198,-0.408164,0.770284,1.088457,0.394169,-0.483199,0
-1.847678,-0.156185,1.771009,-0.979013,-0.856186,0.345875,-0.665410,-0.776676,0
0.209823,1.132629,0.853026,2.415371,-1.486835,-0.069552,0.673727,0.403694,1
-0.544473,0.789064,0.518839,1.464052,0.893578,2.310006,2.262855,0.334748,1
0.581073,0.170934,2.220716,-1.245544,-0.147769,1.019954,-1.059576,0.265379,1
0.280346,1.164680,-0.156746,2.128271,0.251191,0.960240,-0.722563,0.492285,1
-1.126767,-1.139518,1.523392,0.512710,-0.876948,2.114905,-0.883104,0.201513,1
0.267719,1.994210,-0.608336,1.751305,-1.723480,1.673412,0.699813,-0.681786,1
0.109422,-0.632732,2.132967,-1.069716,0.601109,0.253424,1.600812,-0.547950,0
-0.093924,0.534019,-0.177955,-1.028541,0.359536,-0.989702,-1.502052,-0.532188,0
-0.425174,-0.572914,0.071248,0.253200,-0.877276,-0.261870,0.331736,-0.139590,1
0.196353,0.789659,-0.083313,-0.504643,-1.446156,-0.044515,1.831318,0.253010,1
-0.748482,1.826449,0.898736,1.320829,0.356856,-1.257367,-0.752208,-1.039053,0
0.020291,-0.460487,-0.136617,1.158743,-1.186861,0.695376,-2.048743,1.637184,1
2.197416,0.180136,-0.428546,-0.251154,1.021217,0.449641,-0.286015,-1.765792,0
-0.651104,-3.710021,0.246296,-0.717672,-0.575941,1.122579,0.005941,-2.809766,1
-1.423648,-0.484422,-1.966650,0.190012,-0.583434,0.153382,1.010287,0.846882,0
-0.433937,1.507750,2.089519,-2.169494,-1.213055,-0.584029,0.957484,1.699231,0
0.504325,-1.101509,-0.157839,0.819361,2.112621,-0.774948,-1.843005,-0.883487,1
0.166644,0.108617,-0.780896,-0.526684,0.927816,-1.421019,-0.639885,-1.140483,0
1.318772,-0.050949,1.117686,1.354550,0.633633,-0.639250,0.288784,-0.443239,1
1.322970,0.059935,0.408380,-0.127197,0.442208,-1.290956,-0.044913,-0.153993,0
0.179903,1.573691,-0.119339,-1.432409,-0.962600,1.961079,2.118333,-0.799239,0
1.996202,1.110252,0.396336,1.114223,-0.246216,-1.599488,-1.431371,0.550237,1
-0.581467,-1.362670,-0.708079,-0.231182,-0.105257,0.036733,0.939668,0.923006,1
-0.766290,-0.340891,1.506827,-0.317737,0.723544,-0.684118,1.198873,1.292026,0
1.774030,0.855554,-0.982916,-0.149756,-0.189643,-0.092993,0.497322,1.137809,1
-0.583039,0.019341,0.679293,1.663365,1.409191,-0.117778,-0.472418,-0.414068,1
0.959217,-0.539250,0.515322,0.095985,0.562771,-0.096569,-0.904277,0.877559,1
-1.128864,1.291917,2.669339,1.055730,0.022145,1.640634,-0.082973,0.167803,1
-0.124645,0.070119,0.311694,-1.287880,-0.319990,-0.995199,-1.228866,2.061602,0
-0.002087,-0.108700,-0.171128,0.655294,0.585337,-0.534582,-0.545959,0.413164,1
-0.504109,0.022379,-0.947470,0.178738,1.185221,0.593892,1.498859,0.285627,0
-0.105006,0.107759,1.443789,-2.011206,-1.015670,-0.670540,-0.804975,-0.500216,0
-0.346298,-0.159889,0.540989,-0.297652,0.108359,-0.451734,1.106012,0.817796,0
0.631904,-2.825697,0.658432,-0.603409,0.663412,1.397551,-0.068947,-1.020522,1
-1.299437,1.912222,0.022470,0.528774,-0.503154,0.418835,-0.660552,1.108233,0
0.544345,0.370528,-0.704964,-0.220366,-1.847301,1.731442,0.506721,-0.313259,1
1.510999,2.535843,0.141316,0.172476,0.385461,1.402347,-1.238616,1.057669,0
2.185086,-0.055701,1.248787,-1.990342,-1.268026,0.933072,1.139689,-1.460654,0
-1.097695,1.923761,-1.019669,0.448373,-0.457785,-0.624894,0.986519,0.816057,0
1.147748,-0.179087,-0.484033,-0.051425,-2.259868,-0.534978,-0.525507,1.363674,1
-1.006998,-0.141890,-0.608669,-0.382806,0.615746,0.687429,0.292748,0.815016,0
0.903927,0.788912,-0.318107,1.373320,0.587048,-0.742357,-0.871113,1.658709,1
-1.203944,0.324535,-0.162353,1.596368,-0.117555,0.564118,0.230432,0.667952,1
-1.448674,-1.341641,-1.146275,-1.987495,0.449206,-0.433097,1.818707,1.075681,0
2.044508,-1.291435,1.114129,0.295587,1.159847,1.005100,0.980554,0.659637,1
1.368987,-0.191374,-0.375023,0.607727,0.244114,-1.136007,-0.267348,-0.117929,1
0.839565,0.090257,0.304931,-0.680265,-0.165527,0.465027,0.114212,-1.047603,0
-0.091005,-0.307160,-0.317058,1.125930,0.094171,2.603284,-0.583599,0.936408,1
-0.371766,-3.040776,0.458273,0.421518,-0.752682,2.040110,1.012436,-0.125615,1
0.081173,-0.960739,0.770665,-2.227725,-0.970658,-1.824828,-0.356826,-0.223797,0
-0.689178,0.895118,-0.673410,-0.088603,-0.303586,-1.308104,-0.667108,0.331002,0
0.094569,-1.374116,-2.533605,0.825603,1.824761,0.870669,0.566842,0.483007,1
-0.272022,-0.639521,1.664641,-0.621050,-0.453009,0.571703,-2.163626,0.111872,1
0.995329,0.447928,-0.247624,1.202601,1.113737,-1.221553,0.091750,-0.327053,0
0.096093,0.092498,-0.079834,0.581905,-0.681535,1.360505,0.284665,-2.482370,0
-1.705615,0.340455,0.929817,-0.766622,-0.602270,1.324527,0.933913,-1.271770,0
-0.404936,-1.301654,-0.936035,-0.269641,0.070599,-0.037884,1.338450,0.495588,1
0.507659,0.635001,-2.098181,0.689270,-0.089791,-0.455126,-1.411634,1.149433,1
0.000072,-0.000951,0.165322,-0.323548,0.831337,-0.203660,-0.342184,0.802293,1
-0.798311,-0.540637,-0.524707,0.880553,-0.959740,1.496768,1.118804,-0.659484,1
-1.767059,-0.229065,0.045605,0.074553,-2.117273,0.688307,0.790459,-0.890762,1
-0.763228,0.494064,-1.689958,-1.269950,1.098400,0.590528,-0.960331,0.235462,0
1.025121,-0.381956,-0.742759,0.518380,-0.537663,0.155518,0.626191,-0.272756,1
-1.418448,-0.141655,-0.766940,0.972489,1.540900,1.320112,-1.020342,0.518802,1
0.723215,0.391108,-0.040095,-0.245951,0.320302,0.353581,1.126464,1.290695,1
0.092262,-0.909561,-0.597702,-0.682754,-1.131026,-2.736706,0.657646,1.361686,1
-0.721753,-1.191943,-0.088547,-1.295927,-1.087573,-0.908485,1.567730,-0.175176,0
-1.888567,0.578384,0.870935,-0.870741,-1.149655,-0.210562,-0.003114,-0.212305,0
-1.162983,0.292542,-0.377930,-2.452141,-0.181491,0.042722,1.383508,-0.291381,0
0.350645,0.419766,-0.620164,0.889383,0.704417,-2.286204,-0.410969,-0.140976,1
0.612352,-0.735060,0.281924,-0.418046,-0.548189,0.616869,0.178924,-1.033758,0
0.337737,1.410880,0.204687,-0.101621,-0.681641,0.037488,-0.582276,0.509127,0
-0.769758,0.224145,0.804886,-0.330775,-0.394345,0.421977,0.796984,-0.960259,0
-0.291327,1.253919,0.953398,-0.106733,0.212032,0.183275,-2.333814,0.713599,1
-0.558855,-0.496135,0.481967,-1.592189,0.642994,1.190176,0.235324,0.305021,0
0.090236,-0.919356,0.134298,-0.101457,-0.158564,0.541910,-0.465212,-1.051184,1
-0.205101,-0.005521,-1.446112,0.933866,-0.513573,-0.867791,-0.605839,0.598196,1
0.225537,-0.939296,-0.417771,0.184453,1.144772,-0.283048,-0.590532,0.109954,1
0.500146,-0.606928,0.711087,-0.246245,-0.303021,1.923994,-0.085848,1.098282,1
2.035299,0.535506,0.370857,-0.074782,-1.163175,2.353865,-0.351191,1.596595,1
-0.086382,-0.897290,1.634776,1.309164,0.709448,1.350899,0.208315,-2.260870,0
0.682052,-1.390843,-0.958743,0.933471,-1.463494,0.754616,1.450015,-0.220885,1
1.011568,0.702663,-0.530087,-1.226795,0.931164,-0.923833,-0.712402,-0.579149,0
-1.130859,0.480120,-0.130584,-0.997597,-1.290303,2.168532,0.574879,-0.373504,0
-0.721975,0.352048,-1.171588,0.970508,-0.445597,0.964313,0.254216,-0.241664,0
0.202807,1.472417,1.564586,0.114352,0.279479,0.949300,0.461104,-0.092093,0
1.204491,-1.113500,-0.500996,-1.392316,0.356661,0.221419,-0.494320,-0.738610,0
1.116007,0.905866,1.826634,-0.183816,-0.370088,0.827077,1.850829,-0.141505,1
-0.231801,-0.007370,-0.957323,-0.317442,-0.508280,-0.478206,-1.101248,0.403706,1
-0.977343,0.772781,0.611330,-0.214776,0.423341,1.155066,0.017273,0.100289,0
-0.039610,-0.390291,-0.023270,-0.408661,0.161162,1.757522,0.906594,2.086890,1
-0.897162,-0.772270,-0.866013,-0.128766,0.777530,-0.801066,0.809597,-0.490085,0
1.426202,-0.702032,0.060754,1.220707,0.711374,1.283901,1.446924,-1.552377,1
0.619966,-0.408527,0.363374,-0.019631,-0.069523,-0.839855,1.261759,-0.510271,0
-1.250886,-0.202942,0.953628,-0.182643,-0.300656,-0.157378,0.643707,0.343420,1
-0.979025,-0.364534,-0.157583,-2.537781,-1.199378,-0.839854,2.027270,-1.566405,0
0.700045,-0.742531,0.189028,-0.028762,-0.760996,-0.434330,0.993271,1.839733,1
1.423866,1.587841,0.031576,-0.205989,0.193316,1.013335,0.725291,0.086300,1
2.322237,-0.219217,-0.654045,-0.107456,-0.109244,0.046256,-2.268662,2.481705,1
-0.413922,1.072456,0.632739,0.020664,0.860444,0.321724,-0.001453,0.379086,1
0.246248,1.250901,1.439121,-0.381627,0.193741,0.409638,-0.457836,0.048872,0
-1.246679,0.426026,-1.952284,-0.141406,1.466663,-1.038956,-1.513919,-0.309574,0
1.950578,0.883788,0.143838,0.785850,-0.270390,2.123672,1.992782,-1.175115,1
-0.055961,0.880300,1.057160,-0.473774,-0.326792,-1.340911,0.058644,2.174776,1
-0.271463,-0.087631,-0.564468,0.775335,-0.857224,-0.798646,-0.080317,-0.813909,1
-1.981743,-0.443109,-0.563072,-0.968188,0.182545,-0.255271,0.220579,0.932227,0
0.060932,-1.433154,0.268738,0.882647,2.007317,0.801815,-0.428037,0.292939,1
-1.127438,1.018004,0.221254,-2.133323,-1.393783,-1.228185,-0.241962,-0.327046,0
0.649641,-0.089601,1.485197,-0.045877,-1.091437,-1.373646,-0.405819,-0.425109,1
-1.307288,-0.176955,0.726982,0.838376,-1.691270,-0.015678,-0.555080,2.465829,1
-1.374842,0.434952,0.802501,-0.418472,1.057592,0.184449,0.091256,0.128344,0
-2.425726,1.687413,-0.448227,0.693251,-1.399910,0.132127,1.086448,-1.075517,0
0.991410,1.469233,1.127019,1.645229,-0.985449,0.778354,-0.357951,-1.136971,1
-1.653845,-1.256224,-0.524784,-0.830481,0.969978,-0.340551,1.750123,1.349277,0
1.286485,0.300853,-1.499128,-0.539017,1.061488,-1.428969,1.124375,-0.420165,0
1.332133,1.149988,-1.419913,-0.500149,-0.315789,-0.677153,1.066085,-0.894294,0
0.371357,0.809280,0.180791,0.161486,0.187731,0.439737,0.151338,0.090478,1
0.459664,0.363415,-0.847412,-0.472986,-0.293047,-0.663115,-0.472247,-0.661506,0
0.331354,0.772870,-0.008760,1.383427,0.022981,0.435875,0.160938,0.095268,1
-0.438431,0.738840,0.170107,-0.965089,1.257855,-0.915317,0.795269,-0.706448,0
1.125382,1.329400,0.721860,0.575049,-1.129637,2.519868,2.488342,-1.052618,1
0.910678,0.834065,-0.240427,0.825369,1.665236,-1.359661,-1.299747,-0.667894,0
-0.938996,-2.446558,-1.949777,0.677789,-1.974364,1.091580,0.259380,0.494573,1
0.747906,-0.810526,-1.753629,-0.655849,0.244852,-1.996790,0.449914,0.104481,0
0.212583,-0.323623,0.438697,0.016392,0.517487,-0.022307,-1.255378,0.001062,1
0.126823,0.365714,0.323473,-1.853568,-0.624384,-2.452490,0.100976,-0.023347,0
0.881816,-0.422446,0.556022,-0.267782,2.708728,-1.044720,0.045250,-0.100733,0
0.180276,-0.839348,0.038529,1.180328,-0.055205,-0.787985,0.423462,-0.281147,1
0.980892,0.585080,0.636767,1.354431,0.070951,-0.530453,-0.167083,-0.059395,1
0.881339,-0.781643,0.698679,0.568906,1.193764,1.717562,0.029830,0.383322,1
0.273818,0.703672,0.098615,-0.189750,0.438905,-2.113468,-0.177016,1.174924,1
-0.369576,-0.432783,-1.357110,-0.310477,1.222490,-0.427573,-0.009789,0.423614,0
-0.934537,-1.439162,-0.393601,-0.123091,-0.095557,0.763853,-1.258164,1.014216,1
-0.119839,0.914687,0.794537,-0.351873,0.658106,-0.412182,-2.488538,0.692051,1
-0.934421,-0.417977,0.326284,-2.529446,-1.114981,-0.147558,2.298395,0.547547,0
-0.146677,-0.586939,0.854690,1.082934,0.583627,-0.614776,0.181489,-1.419178,1
1.119079,0.534763,0.968930,1.986458,0.445092,2.811351,0.648575,2.094962,1
0.300626,-0.023876,-0.780771,0.822981,0.799101,1.298116,0.451424,-0.989640,0
0.305615,0.981853,-0.079393,2.010818,0.175372,-0.080657,-0.277473,-0.950056,0
-2.075737,-0.996643,-0.800765,0.457882,-0.424301,-0.078925,-0.719132,0.487833,1
1.707094,-0.259356,-1.338414,0.128824,0.798010,0.559422,1.292110,-0.182744,0
1.870225,1.992553,-0.706386,1.319537,0.743691,-0.070918,0.650187,-0.619524,0
-0.242557,-0.690362,-1.561656,-1.118127,1.058716,0.847336,-0.841377,-1.096548,0
-0.609376,-0.488761,-1.606484,1.653056,-0.216262,0.873556,-0.743841,-1.139042,1
-0.421266,0.249290,0.494307,-1.347976,1.054289,0.326644,-0.577642,-0.163429,0
0.514646,0.527770,0.625331,-1.462928,-2.086982,0.075699,0.642042,0.539097,0
-0.468341,-0.558549,0.274057,-0.127371,0.767482,-0.876362,-0.244026,-0.811379,0
0.995345,-0.961046,0.566076,-0.963369,1.838627,1.076354,0.126358,0.372618,0
-0.445095,-0.292979,0.142689,-0.471037,0.141874,-0.596488,-1.827124,-1.115344,0
-2.151888,-1.522960,0.118519,1.341285,2.219476,0.189566,0.991582,0.364123,1
0.933990,0.518797,1.108592,1.051366,-2.420217,-0.640471,0.387129,-0.218371,1
0.178687,-0.515895,0.995300,-0.618564,-1.177101,-0.780390,-0.005150,-0.691359,0
0.997527,-0.122287,-0.704029,0.497540,1.413983,-2.425666,1.229478,2.444410,0
1.340649,-1.172366,1.691770,0.576740,0.327897,-0.517011,1.656218,1.384206,1
0.278867,-0.496276,0.688922,0.427364,1.018671,0.147777,-0.222240,-2.345976,0
1.277688,0.226319,0.198368,0.542461,1.477988,-1.656190,0.176900,-0.003979,1
0.092800,1.723500,1.391751,-2.846057,0.622088,1.077907,0.315966,2.114764,0
0.697003,0.620921,1.322829,-0.232252,-1.107031,0.809230,-1.897097,0.352057,1
0.705898,0.847281,0.157356,-1.173160,0.668855,0.616587,-1.086411,2.134627,1
0.170363,-0.455283,1.168679,0.905960,-1.562445,1.143875,0.439782,0.174534,1
0.538253,0.574287,0.938554,0.302655,-1.742035,-0.747857,0.542503,-0.093702,1
-0.139073,-0.475314,0.211059,1.240928,2.131269,0.071981,0.578039,-0.900011,1
0.571360,-0.651745,0.850462,0.221562,0.277718,0.490562,0.256093,0.344439,1
0.801927,1.047087,-0.739266,-0.325708,-0.341480,-1.185033,0.528144,1.920889,0
-0.233171,0.820500,0.250532,0.756721,-0.650186,-0.255884,0.000841,-1.890329,0
-2.810959,0.717995,0.481734,-0.068690,0.325045,-0.680058,-0.903842,-0.692201,0
0.649327,0.702838,-0.753649,0.635506,-1.411918,-1.305672,1.296324,0.497966,0
-0.436078,0.546610,1.376219,-1.138498,0.227140,1.202398,0.941577,1.434468,0
2.066200,-1.438991,1.665919,-1.307188,0.399508,0.176802,-0.116851,0.864772,1
-0.055963,-0.666688,0.063433,0.030022,0.679565,0.019211,0.980066,-0.357509,0
0.633445,0.028004,0.690302,-0.998721,0.295768,1.033591,-0.169209,0.336609,0
-1.320772,-0.230662,0.810155,-0.218296,0.444968,0.928202,2.026113,-0.599550,0
-0.660435,-0.664398,0.181405,-1.420105,-1.023297,-1.837268,-0.724935,0.116875,0
0.839186,-0.945049,-0.333142,0.926336,-0.161364,-0.814175,1.533487,-0.256684,1
-0.020284,0.386241,-2.626862,1.665531,1.220892,0.884878,-0.379252,-0.303853,0
-0.876134,0.401968,0.577938,1.837423,2.214810,0.547014,0.707620,0.809776,1
0.350345,0.144786,0.126101,0.028497,0.866001,-2.043830,-0.765235,-1.987937,0
0.392471,-0.623945,-0.528939,0.484577,-0.832781,0.812235,1.665448,-0.170889,1
0.456631,-1.758925,-1.998047,0.343305,-0.184533,0.339005,-0.267853,-0.348899,1
-0.517055,0.457163,-0.791379,0.107713,-2.779787,-0.468187,0.438408,0.151502,0
0.582093,0.452752,-1.039476,0.303179,-0.003437,0.606235,0.159855,0.598057,1
0.802120,-0.613870,-1.430290,-0.980649,0.071562,-1.284861,-0.311644,0.517110,0
1.274759,1.153504,-1.117373,1.148014,0.117619,1.188914,-0.115361,-0.831946,1
-0.665220,-0.959525,-2.123995,1.217716,-1.024067,0.945699,0.796859,-0.242317,1
0.109534,0.143396,1.146497,2.137356,0.332515,-1.302941,-0.598834,0.815672,1
2.111982,-0.519459,0.215657,-0.785330,0.160501,-0.117164,0.940723,0.831055,0
0.132467,-0.312137,0.437537,0.408103,-0.465413,0.552535,-0.802281,-0.155781,1
0.382084,-0.090640,0.517430,0.204157,0.749176,-0.247287,0.058002,0.951830,1
0.226529,1.065166,-1.615665,-1.360403,-0.103588,0.892551,-0.318327,1.147789,0
0.786301,1.502203,0.206983,-0.009792,1.074949,1.355840,0.313162,-0.476543,0
0.901224,-1.102586,0.718919,1.976986,-0.784903,-0.722564,2.734854,-0.188469,1
0.178319,-0.260835,1.544753,-0.895452,-1.070431,0.083078,0.019565,-1.781905,0
-0.188025,-0.403368,1.041106,0.495766,-0.390052,0.962083,-0.272931,-0.303302,1
0.017838,-0.744706,-0.548821,-0.777784,0.499727,-0.118416,0.449885,0.277211,0
0.096058,-0.885952,-0.641406,0.480441,0.197232,1.350662,0.262409,-0.275977,1
0.744830,-0.834365,0.305325,1.747995,-1.371013,0.107995,0.345225,-0.183951,1
0.767556,0.916602,0.243918,-0.096524,-2.827959,1.259984,-1.580509,0.118531,1
0.263851,-0.045959,-0.919092,0.271447,0.392768,-1.741161,0.146178,-1.768362,0
0.172292,-0.111846,0.247023,1.048046,-1.853637,1.273452,0.139064,-0.492252,1
1.122931,-1.488724,0.445710,1.286334,0.286441,0.396466,-0.376228,-0.964963,1
-1.377899,-0.534943,0.089878,-0.065217,0.121756,-1.778308,-0.117198,2.443287,1
0.852220,-0.139086,-0.151821,2.284941,-1.113844,0.167034,2.492239,-1.226530,1
0.253299,-0.921815,-0.431117,0.139763,-1.587095,-1.100767,-1.525309,-0.814117,1
-1.415812,0.823669,0.797591,0.159391,0.943748,-0.039723,1.535691,-0.374585,0
